cluster	status	loglr	df	p	p.adjust	genes
chr10:clu_19823_+	Success	3.79019804882364	1	0.0059006472855338	0.192884251680109	NET1
chr10:clu_19824_+	Success	1.5013766871125	3	0.391200854903822	0.792309750945367	NET1
chr10:clu_19825_+	Success	8.25606864124711	18	0.556851611478933	0.884098943520821	TASOR2
chr10:clu_19826_+	Success	0.661987986268286	2	0.515824861780871	0.861731924896355	TASOR2
chr10:clu_19827_+	Success	0.490859088679144	1	0.321774983686338	0.747587575964746	TASOR2
chr10:clu_19828_+	Success	0.670098608308763	2	0.51165812155685	0.859612095088569	TASOR2
chr10:clu_19829_+	Success	3.82904745956785	5	0.176112638013623	0.614101290675426	FBH1
chr10:clu_19830_+	Success	0.0522248900215345	1	0.746553692277823	0.960476061309869	FBH1
chr10:clu_19831_+	Success	0.0715381986574357	2	0.930960715466197	1	FBH1
chr10:clu_19832_+	Success	-0.110537616586953	2	1	1	FBH1
chr10:clu_19833_+	Success	0.230248588900849	2	0.79433611481604	0.97648200019543	FBH1
chr10:clu_19834_+	Success	1.54575322540569	1	0.0787019153910329	0.475169148380299	FBH1
chr10:clu_19835_+	Success	0.368649043990217	3	0.864397942731252	0.998680829464444	FBH1
chr10:clu_19836_+	Success	0.0323108907177243	1	0.799334757767596	0.977903638370821	RBM17
chr10:clu_19837_+	Success	0.227388910918307	1	0.500074732290824	0.853373345886423	RBM17
chr10:clu_19838_+	Success	0.801287052039243	1	0.205538803816952	0.644853145207265	PFKFB3
chr10:clu_19839_+	Success	0.3257562155664	1	0.419572464461441	0.809972828197465	PFKFB3
chr10:clu_19840_+	Success	-1.22279392367545	2	1	1	PFKFB3
chr10:clu_19841_+	Success	5.97676755989141	5	0.0354300334620907	0.367369359390442	PFKFB3
chr10:clu_19842_+	Success	0.23457831532869	2	0.790904291536338	0.975274352438332	ATP5F1C
chr10:clu_19843_+	Success	0.0836057837732369	2	0.919793782267826	1	ATP5F1C
chr10:clu_19844_+	Success	0.727795110498846	2	0.482972718433746	0.844589618139048	ATP5F1C
chr10:clu_19845_+	Success	4.72053348022746	4	0.0509723773583981	0.413565762482676	ATP5F1C
chr10:clu_19846_+	Success	0.0110930591798706	1	0.881593044933089	1	CELF2
chr10:clu_19847_+	Not enough valid samples	NA	NA	NA	NA	NA
chr10:clu_19848_+	Success	0.181822755023916	1	0.546488550410994	0.878491156538563	CELF2
chr10:clu_19849_+	Success	0.301249455179487	1	0.437626163856906	0.821077336694034	CELF2
chr10:clu_19850_+	Success	5.21870146542642	5	0.0637488639479561	0.442945549672194	CELF2
chr10:clu_19851_+	Success	1.32320353671093	3	0.449411809490731	0.828244676276205	CELF2
chr10:clu_19852_+	Success	5.84557578670319	5	0.0392737519210324	0.379706809199366	CELF2
chr10:clu_19853_+	Success	3.05734914093591	2	0.0470121527786996	0.403099334858574	CELF2
chr10:clu_19854_+	Success	8.12565771032678	13	0.235824901846153	0.675538529924819	DHTKD1
chr10:clu_19855_+	Success	3.41165209527207	2	0.0329866582317772	0.355521471307498	DHTKD1
chr10:clu_19856_+	Success	2.88430511715296	2	0.055893615559865	0.424013822643906	DHTKD1
chr10:clu_19857_+	Success	0.170754906851926	2	0.843028168580816	0.990932713504291	DHTKD1
chr10:clu_19858_+	Success	0.429036223211142	2	0.651136342504626	0.924927477293104	DHTKD1,SEC61A2
chr10:clu_19859_+	Success	2.21714117796228	2	0.108920047185712	0.527272802467871	SEC61A2
chr10:clu_19860_+	Not enough valid samples	NA	NA	NA	NA	SEC61A2
chr10:clu_19861_+	Success	1.22667021681968	2	0.293267470780318	0.726210724282276	SEC61A2
chr10:clu_19862_+	Not enough valid samples	NA	NA	NA	NA	SEC61A2
chr10:clu_19863_+	Success	0.82922044569932	2	0.436389342947077	0.820625969884698	CDC123
chr10:clu_19864_+	Success	0.248091032990487	1	0.481182510169361	0.843272814483507	CDC123
chr10:clu_19865_+	Success	0.975497676936357	2	0.377004680332411	0.782879738892208	CDC123
chr10:clu_19866_+	Success	1.58874898912359	1	0.0746589693737604	0.466621800460903	CAMK1D
chr10:clu_19867_+	Success	1.04470612391378	6	0.911294325052726	1	OPTN
chr10:clu_19868_+	Success	1.32100139086833	3	0.450173453268913	0.828540739276219	OPTN
chr10:clu_19869_+	Success	0.0788989755583316	1	0.691192034573382	0.940977932774583	OPTN
chr10:clu_19870_+	Success	0.433054328867001	6	0.990182860316173	1	OPTN
chr10:clu_19871_+	Success	0.138520732994948	2	0.870645199999455	1	OPTN
chr10:clu_19872_+	Success	5.2638329684803	3	0.0145743928062631	0.271612245453076	PRPF18
chr10:clu_19873_+	Success	1.57023171980472	5	0.678340729643533	0.93697162733037	PRPF18,AL157392.5
chr10:clu_19874_+	Success	3.08155682231609	7	0.520837936613039	0.86505312943933	PRPF18,AL157392.5,AL157392.3
chr10:clu_19875_+	Not enough valid samples	NA	NA	NA	NA	AL157392.3
chr10:clu_19876_+	Not enough valid samples	NA	NA	NA	NA	NA
chr10:clu_19877_+	Not enough valid samples	NA	NA	NA	NA	NA
chr10:clu_19878_+	Not enough valid samples	NA	NA	NA	NA	NA
chr10:clu_19879_+	Success	1.16486646177782	4	0.675361090200844	0.935941857202064	AC069544.1,HSPA14
chr10:clu_19880_+	Success	0.00231398393884774	1	0.945762414309606	1	HSPA14
chr10:clu_19881_+	Not enough valid samples	NA	NA	NA	NA	SUV39H2
chr10:clu_19882_+	Not enough valid samples	NA	NA	NA	NA	OLAH
chr10:clu_19883_+	Success	4.83385898599363	4	0.0464127865317698	0.400963213738318	RPP38
chr10:clu_19884_+	Success	0.847338084931607	4	0.791684476325687	0.975533221422146	PTER
chr10:clu_19885_+	Success	5.76189275751449	2	0.00314515294920548	0.153425399559088	PTER
chr10:clu_19886_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VIM
chr10:clu_19887_+	Success	1.1279530787142	2	0.323695157269204	0.748521519751789	VIM
chr10:clu_19888_+	Success	0.391143100268891	1	0.376442849149313	0.782499015309159	VIM,VIM-AS1
chr10:clu_19889_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr10:clu_19890_+	Success	-1.16987459501252	5	1	1	VIM
chr10:clu_19891_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr10:clu_19892_+	Success	0.891648604955662	4	0.77553677354838	0.97062245966734	STAM
chr10:clu_19893_+	Success	0.0156780144916411	2	0.984444245810735	1	STAM
chr10:clu_19894_+	Success	0.0757666839735975	2	0.927032472862118	1	STAM
chr10:clu_19895_+	Success	0.342472297094105	1	0.407889253067325	0.80361329913376	STAM
chr10:clu_19896_+	Success	10.16639852347	5	0.00108216352603488	0.105255340746975	MRC1
chr10:clu_19897_+	Success	0.00837588467697969	1	0.897018497519924	1	CACNB2
chr10:clu_19898_+	Success	4.03614308052778	1	0.00449473724441847	0.176101064929027	CACNB2
chr10:clu_19899_+	Success	0.675553393432551	2	0.508874734736988	0.858095450926199	CACNB2
chr10:clu_19900_+	Success	4.76309104828033	4	0.0492120347239111	0.409771733138184	ARL5B
chr10:clu_19901_+	Success	2.47187920491888	1	0.0261850395251903	0.328952152640544	MALRD1
chr10:clu_19902_+	Success	0.157217232089806	3	0.95729127758827	1	MALRD1
chr10:clu_19903_+	Success	0.0196352575608216	1	0.84291370440471	0.990918257326745	MALRD1
chr10:clu_19904_+	Success	4.23128671523909	1	0.00362528570177283	0.163980826008292	PLXDC2
chr10:clu_19905_+	Success	0.00721055018948391	1	0.904413528465514	1	PLXDC2
chr10:clu_19906_+	Success	0.0944067890013685	2	0.909912544530304	1	PLXDC2
chr10:clu_19907_+	Success	0.00054726953521822	1	0.973607746364898	1	PLXDC2
chr10:clu_19908_+	Success	4.67442416228778	2	0.00933089667320683	0.229708130212766	MLLT10
chr10:clu_19909_+	Success	2.92521526284509	10	0.827668920131237	0.987297391376785	MLLT10
chr10:clu_19910_+	Success	3.09372216568954	2	0.0453329034042229	0.397224875701547	MLLT10
chr10:clu_19911_+	Success	1.78894918746846	4	0.466132990656905	0.836643545100711	MLLT10
chr10:clu_19912_+	Success	2.52178539404849	8	0.752909238171917	0.962157687729617	MLLT10
chr10:clu_19913_+	Success	1.1328619420326	2	0.322110075642833	0.74769817032811	MLLT10
chr10:clu_19914_+	Success	2.06692575666079	2	0.126574304404616	0.553550638505424	MLLT10
chr10:clu_19915_+	Success	1.4580004771874	4	0.571979417347993	0.892628265287373	MLLT10
chr10:clu_19916_+	Success	2.8605405644447	1	0.0167624059299759	0.281342983849491	COMMD3,COMMD3-BMI1
chr10:clu_19917_+	Success	0.608333624888473	3	0.749009655129748	0.961522192099355	COMMD3,COMMD3-BMI1
chr10:clu_19918_+	Success	9.64172874557698	7	0.00734424986308368	0.209055805359794	COMMD3,COMMD3-BMI1,BMI1
chr10:clu_19919_+	Success	2.40513007033098	3	0.186229862115455	0.623698027269305	MSRB2
chr10:clu_19920_+	Success	0.00884383705857772	1	0.89419732262803	1	KIAA1217
chr10:clu_19921_+	Success	1.61226628779923	2	0.199435124144022	0.637983143296877	KIAA1217
chr10:clu_19922_+	Success	0.000193659103842947	2	0.999806359646871	1	KIAA1217
chr10:clu_19923_+	Success	1.1861530524211	4	0.66763767834301	0.931918273679352	KIAA1217
chr10:clu_19924_+	Success	1.98097117797823	1	0.0465399724714452	0.401452719575035	KIAA1217
chr10:clu_19925_+	Success	1.26886136417943	4	0.637893932018399	0.919326668374138	KIAA1217
chr10:clu_19926_+	Not enough valid samples	NA	NA	NA	NA	AL512598.2,THNSL1
chr10:clu_19927_+	Not enough valid samples	NA	NA	NA	NA	MYO3A
chr10:clu_19928_+	Success	0.444698594144938	2	0.641017453332103	0.92014090851778	APBB1IP
chr10:clu_19929_+	Success	3.92621865628234	2	0.0197180926461663	0.296735302147432	APBB1IP
chr10:clu_19930_+	Not enough valid samples	NA	NA	NA	NA	PDSS1
chr10:clu_19931_+	Success	0.985710985258208	1	0.160297008683584	0.598542212840679	MASTL
chr10:clu_19932_+	Success	0.589735551631179	2	0.554473895065325	0.883195506025474	MASTL
chr10:clu_19933_+	Success	0.566617172857605	1	0.287086497177205	0.721253359677904	MASTL
chr10:clu_19934_+	Success	1.90864131787202	3	0.28188226015611	0.717616671594096	MASTL
chr10:clu_19935_+	Success	4.32646553521045	8	0.372414520144114	0.779733874836483	RAB18
chr10:clu_19936_+	Success	5.15324672109273	9	0.326247423860607	0.749503935355176	WAC
chr10:clu_19937_+	Success	1.57660635086904	11	0.988542091856807	1	WAC
chr10:clu_19938_+	Success	0.02797263731577	1	0.813023343792235	0.983006451285574	WAC
chr10:clu_19939_+	Success	4.86129992373753	6	0.13683056157722	0.567699769292333	WAC
chr10:clu_19940_+	Success	0.605406437714009	2	0.545852526495415	0.878491156538563	WAC
chr10:clu_19941_+	Success	3.87963608417704	4	0.100805189654024	0.516361224738716	WAC
chr10:clu_19942_+	Success	0.920506688626119	2	0.398317167167033	0.797132141463157	SVIL-AS1
chr10:clu_19943_+	Success	10.1383673380678	14	0.121655248793538	0.545453143204964	SVIL-AS1
chr10:clu_19944_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr10:clu_19945_+	Success	4.25880310045068	4	0.0743553503470673	0.465974103705298	MAP3K8
chr10:clu_19946_+	Success	2.65281580836665	2	0.0704525526097206	0.458732924543867	MAP3K8
chr10:clu_19947_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr10:clu_19948_+	Success	11.0095962872438	15	0.107301645582634	0.525207294987313	ZEB1
chr10:clu_19949_+	Success	2.89021884881367	7	0.565607801323552	0.889348108087248	ZEB1
chr10:clu_19950_+	Success	0.0379965274910319	1	0.782802785042655	0.972742713831068	ZEB1
chr10:clu_19951_+	Success	0.390729129050271	1	0.376695523375383	0.78271701541197	ZEB1
chr10:clu_19952_+	Not enough valid samples	NA	NA	NA	NA	NA
chr10:clu_19953_+	Success	1.48145729371754	2	0.227306195010927	0.666183189554077	CCDC7
chr10:clu_19954_+	Success	2.11976075536222	6	0.64429828965383	0.921738412215468	CCDC7
chr10:clu_19955_+	Success	-3.51422693463246	11	1	1	CCDC7
chr10:clu_19956_+	Success	4.71644789234233	5	0.0929941185289162	0.503493664663223	CCDC7
chr10:clu_19957_+	Success	19.2388362049096	17	0.00211193248252068	0.134127262639943	CCDC7
chr10:clu_19958_+	Success	0.411185770693919	7	0.997208884752643	1	CCDC7
chr10:clu_19959_+	Success	4.5672144867267	7	0.243148196802622	0.681642467445817	CCDC7
chr10:clu_19960_+	Success	1.2175347280629	1	0.118648639520844	0.54049724366737	CCDC7
chr10:clu_19961_+	Not enough valid samples	NA	NA	NA	NA	NA
chr10:clu_19962_+	Success	0.0115565301881588	1	0.879163431088097	1	CCDC7
chr10:clu_19963_+	Success	1.99696191047451	5	0.550291106568005	0.881065966827828	CCDC7
chr10:clu_19964_+	Success	0.156765703805775	2	0.854904336187052	0.995689688037317	CCDC7
chr10:clu_19965_+	Not enough valid samples	NA	NA	NA	NA	CCDC7
chr10:clu_19966_+	Success	23.4236961534552	25	0.00511024073595283	0.183316416544726	CREM
chr10:clu_19967_+	Success	2.02347871196434	2	0.132194796657551	0.560453618454021	CREM
chr10:clu_19968_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCNY
chr10:clu_19969_+	Success	5.45480919217516	9	0.281955075739923	0.71762975931622	CCNY
chr10:clu_19970_+	Success	9.47595054799513	20	0.524954461483983	0.867934928810833	NA
chr10:clu_19971_+	Success	0.58451510699831	2	0.55737606405006	0.884424182481758	CCNY
chr10:clu_19972_+	Not enough valid samples	NA	NA	NA	NA	NA
chr10:clu_19973_+	Success	1.80056465321468	3	0.307880900078939	0.73802345431653	ZNF33A
chr10:clu_19974_+	Success	1.01783489961599	1	0.153646487432313	0.589072810660249	ZNF33A
chr10:clu_19975_+	Success	7.12206150594648	11	0.219778304316933	0.659392054752839	ZNF33A
chr10:clu_19976_+	Success	1.32997233650894	5	0.752237571985186	0.962003066739836	ZNF37A,PLD5P1
chr10:clu_19977_+	Success	0.629527151202183	2	0.532843695949148	0.872862726854257	ZNF37A,PLD5P1
chr10:clu_19978_+	Success	12.4233031268814	11	0.00959976769507348	0.23389200297847	ZNF37A,PLD5P1
chr10:clu_19979_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLD5P1,CCNYL4
chr10:clu_19980_+	Not enough valid samples	NA	NA	NA	NA	HSD17B7P2
chr10:clu_19981_+	Success	1.19425819185926	1	0.122229580965079	0.546244429951407	HSD17B7P2
chr10:clu_19982_+	Success	3.26107209578822	1	0.0106539479963314	0.244259548580414	HSD17B7P2
chr10:clu_19983_+	Success	0.20677130514656	2	0.813205604659896	0.98309146528929	AL133216.2
chr10:clu_19984_+	Not enough valid samples	NA	NA	NA	NA	AL133216.2
chr10:clu_19985_+	Not enough valid samples	NA	NA	NA	NA	AL133216.2
chr10:clu_19986_+	Success	0.00168655879269863	1	0.953686062805536	1	AL133216.2
chr10:clu_19987_+	Not enough valid samples	NA	NA	NA	NA	NA
chr10:clu_19988_+	Success	0.0719829363869167	1	0.704369801460922	0.946337462044307	BMS1
chr10:clu_19989_+	Success	0.592587761063896	2	0.552894672598826	0.882782832910196	BMS1
chr10:clu_19990_+	Success	0.495832389958196	2	0.60906371771331	0.908410796225098	BMS1
chr10:clu_19991_+	Success	0.146871866984952	1	0.58783138538643	0.899464851373832	BMS1
chr10:clu_19992_+	Success	1.94451162555197	17	0.999572680418352	1	CSGALNACT2
chr10:clu_19993_+	Not enough valid samples	NA	NA	NA	NA	ZNF487
chr10:clu_19994_+	Success	0.385633927719027	2	0.680019416380409	0.937377729137791	ZNF487
chr10:clu_19995_+	Success	0.770096597643601	2	0.462968344500015	0.83569396945272	RASSF4
chr10:clu_19996_+	Success	6.18711604551572	11	0.336180633454954	0.756752486553293	RASSF4
chr10:clu_19997_+	Success	0.427848937880981	2	0.651909886249718	0.925528730778457	RASSF4
chr10:clu_19998_+	Success	9.40374833546048	5	0.00208743496824203	0.134127262639943	RASSF4,ZNF22
chr10:clu_19999_+	Success	2.89328019778259	2	0.0553942103070787	0.42388011757469	ALOX5
chr10:clu_20000_+	Success	0.855769378499645	2	0.424956113178283	0.813225317094554	ALOX5
chr10:clu_20001_+	Not enough valid samples	NA	NA	NA	NA	AGAP10P
chr10:clu_20002_+	Not enough valid samples	NA	NA	NA	NA	AGAP10P
chr10:clu_20003_+	Success	0.0497564211869985	1	0.752415027222204	0.962003066739836	WASHC2C
chr10:clu_20004_+	Success	1.32043115666738	2	0.267020149625448	0.70456546848529	WASHC2C
chr10:clu_20005_+	Success	9.26366494513059	6	0.00504103370836228	0.183168328885526	WASHC2C
chr10:clu_20006_+	Success	0.0552676212776078	1	0.739535590756168	0.958792759197636	WASHC2C
chr10:clu_20007_+	Success	0.662134737529414	2	0.515749169385996	0.861731924896355	WASHC2C
chr10:clu_20008_+	Success	1.19065800975295	2	0.30402114935383	0.73520223005164	WASHC2C
chr10:clu_20009_+	Success	5.09502826769312	7	0.178056548868128	0.616624841798887	WASHC2C
chr10:clu_20010_+	Success	5.93891363262628	6	0.0647504887546975	0.446097257119352	WASHC2C
chr10:clu_20011_+	Success	3.5162823744904	7	0.425497128201273	0.81380244409009	WASHC2C
chr10:clu_20012_+	Success	0.408955072720346	2	0.664344078823967	0.930544081629906	TIMM23
chr10:clu_20013_+	Success	1.17175366927222	2	0.309823137263025	0.739017423339082	TIMM23
chr10:clu_20014_+	Success	3.31662035603699	5	0.249376245956218	0.689564389870268	TIMM23
chr10:clu_20015_+	Success	0.790707692987326	2	0.453523726125996	0.830464905752083	AGAP7P
chr10:clu_20016_+	Success	1.41408102850616	1	0.0926243073777063	0.502513108887996	AGAP7P
chr10:clu_20017_+	Success	3.45920932619697	2	0.0314546225348155	0.350106879511566	AGAP14P
chr10:clu_20018_+	Success	2.13411429948883	2	0.118349366063866	0.540229751837607	AGAP14P
chr10:clu_20019_+	Not enough valid samples	NA	NA	NA	NA	NA
chr10:clu_20020_+	Success	3.6556010933673	15	0.948431775190315	1	BMS1P1
chr10:clu_20021_+	Success	1.76503025581587	4	0.473322323057053	0.839716156971092	AGAP13P
chr10:clu_20022_+	Not enough valid samples	NA	NA	NA	NA	AGAP13P
chr10:clu_20023_+	Not enough valid samples	NA	NA	NA	NA	NA
chr10:clu_20024_+	Success	4.97880599899963	3	0.0189299068438395	0.292652114190376	PTPN20
chr10:clu_20025_+	Success	5.61754015702263	9	0.259938987304936	0.698842242620392	PTPN20
chr10:clu_20026_+	Success	0.281668196053033	2	0.754523997043753	0.962748396625699	SHLD2P3
chr10:clu_20027_+	Success	0.940162469470124	5	0.86544417821662	0.998680829464444	MAPK8
chr10:clu_20028_+	Success	1.33668290258504	1	0.102040021390915	0.517569777772663	MAPK8
chr10:clu_20029_+	Success	0.246580969664819	1	0.482520215967838	0.844195181452767	MAPK8
chr10:clu_20030_+	Success	0.850573661332191	1	0.192138000666532	0.629891617569727	MAPK8
chr10:clu_20031_+	Success	0.0106763792337006	1	0.883822055142813	1	MAPK8
chr10:clu_20032_+	Success	0.252971727919203	2	0.776489834496752	0.971116135011214	WDFY4
chr10:clu_20033_+	Success	1.62317688552503	5	0.662064368139884	0.92996232828369	TIMM23B,TIMM23B-AGAP6
chr10:clu_20034_+	Success	1.4110606868453	4	0.588020235744766	0.899492721869815	TIMM23B,TIMM23B-AGAP6
chr10:clu_20035_+	Success	0.296605212021177	3	0.89798491758964	1	TIMM23B,TIMM23B-AGAP6
chr10:clu_20036_+	Success	6.10731509260359	7	0.0937179133524584	0.504431776706799	TIMM23B-AGAP6,AGAP6
chr10:clu_20037_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TIMM23B-AGAP6,AGAP6
chr10:clu_20038_+	Success	0.859903743443311	1	0.189717827509465	0.627258313007997	TIMM23B-AGAP6,AGAP6
chr10:clu_20039_+	Success	4.53548900915916	4	0.0593496474361489	0.431519977277095	AGAP6,TIMM23B-AGAP6
chr10:clu_20040_+	Success	0.0497328468495652	1	0.752471766998918	0.962003066739836	WASHC2A
chr10:clu_20041_+	Success	3.28869473754821	6	0.36170194349347	0.772364820815607	WASHC2A
chr10:clu_20042_+	Success	0.86467537946578	1	0.188493832872565	0.62655004874629	WASHC2A
chr10:clu_20043_+	Success	1.1306450878692	2	0.322824938786002	0.747826029463768	WASHC2A
chr10:clu_20044_+	Success	2.47350050596469	2	0.0842892868260058	0.486643245935723	WASHC2A
chr10:clu_20045_+	Success	3.13252106624077	3	0.0994037536906217	0.514015594452611	WASHC2A
chr10:clu_20046_+	Success	6.14219606856386	6	0.0559168958300727	0.424013822643906	WASHC2A
chr10:clu_20047_+	Success	2.43665643036366	7	0.675420132978984	0.935941857202064	WASHC2A
chr10:clu_20048_+	Not enough valid samples	NA	NA	NA	NA	SGMS1-AS1
chr10:clu_20049_+	Success	3.74898220766681	4	0.111799087001459	0.532344319583254	SGMS1-AS1
chr10:clu_20050_+	Not enough valid samples	NA	NA	NA	NA	SGMS1-AS1
chr10:clu_20051_+	Not enough valid samples	NA	NA	NA	NA	ASAH2B
chr10:clu_20052_+	Success	3.9896071835085	3	0.0464432409746309	0.400963213738318	ASAH2B
chr10:clu_20053_+	Success	4.19976412823416	6	0.210269185583031	0.649752218594872	PRKG1
chr10:clu_20054_+	Success	3.77834944634196	2	0.0228603926072638	0.312834138906635	PRKG1
chr10:clu_20055_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr10:clu_20056_+	Not enough valid samples	NA	NA	NA	NA	PRKG1
chr10:clu_20057_+	Not enough valid samples	NA	NA	NA	NA	PRKG1
chr10:clu_20058_+	Not enough valid samples	NA	NA	NA	NA	PRKG1
chr10:clu_20059_+	Not enough valid samples	NA	NA	NA	NA	PRKG1
chr10:clu_20060_+	Success	6.40065182159015	8	0.118871451246232	0.54049724366737	PRKG1
chr10:clu_20061_+	Success	0.382570781280606	1	0.381724257979354	0.786604610546127	PRKG1
chr10:clu_20062_+	Success	1.23539274364884	2	0.29072056128941	0.724129423202249	PRKG1
chr10:clu_20063_+	Success	1.04527326259768	2	0.351595728287571	0.76592716582881	CISD1
chr10:clu_20064_+	Success	0.361003006121791	2	0.696976903266267	0.943143720073693	UBE2D1
chr10:clu_20065_+	Success	0.715945770240069	2	0.48872966717297	0.84691017285744	TFAM
chr10:clu_20066_+	Not enough valid samples	NA	NA	NA	NA	BICC1
chr10:clu_20067_+	Success	0.104216199952134	1	0.647998857033809	0.923301541581276	BICC1
chr10:clu_20068_+	Success	0.0529283186936027	1	0.744911523682102	0.960117058097853	BICC1
chr10:clu_20069_+	Success	0.537675882331314	4	0.898162945671855	1	BICC1
chr10:clu_20070_+	Success	0.0471254571784812	1	0.758840999064506	0.964514447752384	BICC1
chr10:clu_20071_+	Success	0.605029868976089	2	0.546058116199306	0.878491156538563	BICC1
chr10:clu_20072_+	Success	0.359195716943191	1	0.396672055379169	0.795602348786305	LINC00844
chr10:clu_20073_+	Not enough valid samples	NA	NA	NA	NA	ANK3-DT,CDK1
chr10:clu_20074_+	Not enough valid samples	NA	NA	NA	NA	CABCOCO1
chr10:clu_20075_+	Not enough valid samples	NA	NA	NA	NA	CABCOCO1
chr10:clu_20076_+	Success	0.171228868429807	2	0.842628700293624	0.990792709814384	ARID5B
chr10:clu_20077_+	Success	0.540320142408746	1	0.298554364077491	0.729877966644435	ARID5B
chr10:clu_20078_+	Success	1.89370848935255	1	0.0516392799714648	0.413677019110165	ARID5B
chr10:clu_20079_+	Success	2.11568301383284	2	0.120550923479479	0.543190092608685	NRBF2
chr10:clu_20080_+	Success	-0.11871618151963	2	1	1	REEP3
chr10:clu_20081_+	Success	2.26785142586959	2	0.103534392595125	0.519552204872753	REEP3
chr10:clu_20082_+	Success	3.33035690354882	5	0.247120654294438	0.686735253198555	REEP3
chr10:clu_20083_+	Not enough valid samples	NA	NA	NA	NA	LINC01515
chr10:clu_20084_+	Not enough valid samples	NA	NA	NA	NA	LINC01515
chr10:clu_20085_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LINC01515
chr10:clu_20086_+	Success	0.108135891419352	1	0.64189543503958	0.920760300443445	SIRT1
chr10:clu_20087_+	Success	3.94162917763606	7	0.343000636356221	0.760945970100671	SIRT1
chr10:clu_20088_+	Success	0.86742659711399	3	0.629213133832353	0.915967018881259	HNRNPH3
chr10:clu_20089_+	Success	0.546922348825319	2	0.578728195863492	0.89557151439944	HNRNPH3
