cluster	status	loglr	df	p	p.adjust	genes
chr10:clu_18712_+	Not enough valid samples	NA	NA	NA	NA	HSD17B7P2
chr10:clu_18713_+	Success	1.23382906491941	1	0.116210957203889	0.520055230807618	HSD17B7P2
chr10:clu_18714_+	Success	0.282916649390813	1	0.451919419430161	0.820690817567413	HSD17B7P2
chr10:clu_18715_+	Success	0.0141370002829859	1	0.866466261988382	1	HSD17B7P2
chr10:clu_18716_+	Success	5.17958526052166	3	0.0157472974159298	0.258366935700817	AL133216.2
chr10:clu_18717_+	Not enough valid samples	NA	NA	NA	NA	AL133216.2
chr10:clu_18718_+	Success	0.917809951784733	1	0.175465190185907	0.600476229815371	AL133216.2
chr10:clu_18719_+	Not enough valid samples	NA	NA	NA	NA	AL133216.2
chr10:clu_18720_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr10:clu_18721_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr10:clu_18722_+	Success	0.0251680172666511	1	0.822479576986424	0.985309767201029	BMS1
chr10:clu_18723_+	Success	0.771566794824821	2	0.462288189848175	0.826729350354039	BMS1
chr10:clu_18724_+	Success	3.50622808785556	4	0.135231435889068	0.549238759985525	BMS1
chr10:clu_18725_+	Success	0.00237553374688559	1	0.945046940499521	1	BMS1
chr10:clu_18726_+	Success	11.0527466477943	17	0.180695990029514	0.60707619804447	CSGALNACT2
chr10:clu_18727_+	Not enough valid samples	NA	NA	NA	NA	ZNF487
chr10:clu_18728_+	Success	0.188721163484615	2	0.828017355982853	0.98771202622753	ZNF487
chr10:clu_18729_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RASSF4
chr10:clu_18730_+	Success	2.77846144722594	3	0.135273362913644	0.549238759985525	RASSF4
chr10:clu_18731_+	Success	7.36555314494763	13	0.32443867312136	0.737313994494184	RASSF4
chr10:clu_18732_+	Success	0.105995672718109	2	0.899428540148337	1	RASSF4
chr10:clu_18733_+	Success	4.94144973813673	6	0.12967078667872	0.540590410983343	RASSF4,ZNF22
chr10:clu_18734_+	Success	0.0363269005956681	2	0.964325003533622	1	ALOX5
chr10:clu_18735_+	Success	0.231416842371118	1	0.496302616121493	0.8471125503529	ALOX5
chr10:clu_18736_+	Success	0.840517371763099	2	0.431487226363204	0.807724181600965	ALOX5
chr10:clu_18737_+	Success	4.23962158442191	3	0.0370790690568521	0.357974214681881	ALOX5
chr10:clu_18738_+	Success	0.44231326936233	1	0.346937631140609	0.75420898296996	WASHC2C
chr10:clu_18739_+	Success	0.463402916738687	2	0.629139090762856	0.914490253460646	WASHC2C
chr10:clu_18740_+	Success	5.77933983915864	6	0.0725700784252399	0.442530193854769	WASHC2C
chr10:clu_18741_+	Success	0.230772685307784	1	0.496902626481311	0.847417997449119	WASHC2C
chr10:clu_18742_+	Success	0.52613717989243	2	0.590883041849475	0.899949369721027	WASHC2C
chr10:clu_18743_+	Success	0.997009671377782	2	0.368981168035615	0.769453466924091	WASHC2C
chr10:clu_18744_+	Success	1.99427549361008	2	0.136112232634463	0.550341099432476	WASHC2C
chr10:clu_18745_+	Success	0.703756544184216	2	0.49472335858579	0.846386645659824	WASHC2C
chr10:clu_18746_+	Success	0.322031087627693	4	0.958043752993205	1	WASHC2C
chr10:clu_18747_+	Success	0.36711089043456	2	0.69273282334126	0.939992553627724	WASHC2C
chr10:clu_18748_+	Success	0.52291603714184	5	0.958785041012441	1	WASHC2C
chr10:clu_18749_+	Success	0.637059806072102	2	0.52884504741485	0.866361142631153	TIMM23
chr10:clu_18750_+	Success	-2.96988588533736	3	1	1	TIMM23
chr10:clu_18751_+	Success	2.58214140526889	2	0.0756119147827028	0.449782246580788	TIMM23
chr10:clu_18752_+	Success	2.22894526663822	2	0.107641903790104	0.505932030751899	AGAP7P
chr10:clu_18753_+	Success	2.95303955462668	2	0.0521808580887291	0.397687106191461	AGAP14P
chr10:clu_18754_+	Not enough valid samples	NA	NA	NA	NA	SYT15
chr10:clu_18755_+	Not enough valid samples	NA	NA	NA	NA	SYT15
chr10:clu_18756_+	Success	7.98055919775288	14	0.315754507886772	0.730867220159235	BMS1P1
chr10:clu_18757_+	Success	1.22215392674161	2	0.294594947126587	0.712770755457786	AGAP13P
chr10:clu_18758_+	Not enough valid samples	NA	NA	NA	NA	AGAP13P
chr10:clu_18759_+	Success	7.83436012339598	3	0.00132582876883697	0.0960762521029474	PTPN20
chr10:clu_18760_+	Success	1.00763939143826	6	0.918288061706993	1	PTPN20
chr10:clu_18761_+	Success	0.158556241132374	2	0.853374967666748	0.995816447901437	SHLD2P3
chr10:clu_18762_+	Success	1.04897025906212	5	0.835433889274536	0.990026052337938	MAPK8
chr10:clu_18763_+	Success	4.76635866547861	1	0.00201841054158472	0.114282995751114	MAPK8
chr10:clu_18764_+	Success	0.0568303732017625	1	0.736014308840683	0.954707809842641	MAPK8
chr10:clu_18765_+	Success	0.395075410262507	1	0.374054524584635	0.772555320771654	MAPK8
chr10:clu_18766_+	Success	0.7302632729386	3	0.69141028203838	0.939664400922987	WDFY4
chr10:clu_18767_+	Success	0.0510237474111364	1	0.7493862592915	0.959923734613961	WDFY4
chr10:clu_18768_+	Success	0.0419492391738459	1	0.772082220666256	0.968197647241572	WDFY4
chr10:clu_18769_+	Not enough valid samples	NA	NA	NA	NA	WDFY4
chr10:clu_18770_+	Success	3.15440330753103	1	0.01201396796126	0.233091053202106	WDFY4
chr10:clu_18771_+	Success	1.38925124691195	5	0.734088117594102	0.953946995672175	TIMM23B,TIMM23B-AGAP6
chr10:clu_18772_+	Success	0.350719263225074	2	0.704181415728459	0.94347288194334	TIMM23B,TIMM23B-AGAP6
chr10:clu_18773_+	Success	2.057530746873	3	0.249304619022177	0.673370058482643	TIMM23B,TIMM23B-AGAP6
chr10:clu_18774_+	Success	6.02283623268249	6	0.060957629474503	0.416817639004705	TIMM23B-AGAP6,AGAP6
chr10:clu_18775_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TIMM23B-AGAP6,AGAP6
chr10:clu_18776_+	Success	1.33377214974669	1	0.102413934886865	0.498419133163596	TIMM23B-AGAP6,AGAP6
chr10:clu_18777_+	Success	3.53204181296167	3	0.0698830172037091	0.436816750880972	AGAP6,TIMM23B-AGAP6
chr10:clu_18778_+	Success	0.0823227745249824	1	0.684914993431596	0.937758064973123	WASHC2A
chr10:clu_18779_+	Success	3.07362626691793	5	0.292153208324326	0.710509391594681	WASHC2A
chr10:clu_18780_+	Success	1.15389415058689	1	0.128727097644001	0.539251739762749	WASHC2A
chr10:clu_18781_+	Success	0.60417385520941	2	0.546525749585933	0.875900136838245	WASHC2A
chr10:clu_18782_+	Success	3.26947665472835	2	0.0380263227647798	0.360442967942013	WASHC2A
chr10:clu_18783_+	Success	2.65038254014144	4	0.257805314848371	0.681823715906858	WASHC2A
chr10:clu_18784_+	Success	0.478363714479201	2	0.619796726937371	0.911778930107002	WASHC2A
chr10:clu_18785_+	Success	2.5176696222552	7	0.655650463982692	0.926435081201971	WASHC2A
chr10:clu_18786_+	Not enough valid samples	NA	NA	NA	NA	SGMS1-AS1
chr10:clu_18787_+	Success	1.51338748377316	3	0.387515397311199	0.781215514485996	SGMS1-AS1
chr10:clu_18788_+	Not enough valid samples	NA	NA	NA	NA	SGMS1-AS1
chr10:clu_18789_+	Success	2.75925235616	3	0.137536010437759	0.552211014643635	ASAH2B
chr10:clu_18790_+	Success	4.80875653651037	5	0.0868272749415062	0.471010351535001	PRKG1
chr10:clu_18791_+	Success	3.57832420704511	2	0.0279224513172804	0.321217974139758	PRKG1
chr10:clu_18792_+	Not enough valid samples	NA	NA	NA	NA	PRKG1
chr10:clu_18793_+	Not enough valid samples	NA	NA	NA	NA	PRKG1
chr10:clu_18794_+	Not enough valid samples	NA	NA	NA	NA	PRKG1
chr10:clu_18795_+	Success	7.28534469242004	8	0.0680507172663111	0.433140017615995	PRKG1
chr10:clu_18796_+	Success	0.00349676206747063	1	0.93335276626251	1	PRKG1
chr10:clu_18797_+	Success	2.74136311913026	2	0.0644823897797026	0.425130326121135	PRKG1
chr10:clu_18798_+	Success	0.0967885856080102	2	0.907747896818018	1	PRKG1
chr10:clu_18799_+	Success	0.186872940350383	1	0.540969488806302	0.87258211495672	CISD1
chr10:clu_18800_+	Success	0.406060822562154	2	0.666269641965758	0.930434833365217	CISD1
chr10:clu_18801_+	Success	0.236491320620644	2	0.789392733711233	0.973786872551516	UBE2D1
chr10:clu_18802_+	Success	0.00133712027854926	2	0.998663773268466	1	TFAM
chr10:clu_18803_+	Success	3.82941029670229	1	0.00564954242957879	0.17170167865816	BICC1
chr10:clu_18804_+	Success	0.392377929879558	1	0.375690563857765	0.773952176670021	BICC1
chr10:clu_18805_+	Success	2.26571531721856	4	0.338836871630169	0.748094081535632	BICC1
chr10:clu_18806_+	Success	0.880898832951289	1	0.184400448795367	0.611810654872329	BICC1
chr10:clu_18807_+	Success	0.533010768820532	2	0.58683548128494	0.898304322978904	BICC1
chr10:clu_18808_+	Not enough valid samples	NA	NA	NA	NA	ANK3-DT,CDK1
chr10:clu_18809_+	Success	0.662206807110465	2	0.515712000898806	0.857526281494062	ARID5B
chr10:clu_18810_+	Success	0.14748548175703	1	0.587052488748429	0.898304322978904	ARID5B
chr10:clu_18811_+	Success	0.214604151954234	1	0.512377677328885	0.856061193252627	ARID5B
chr10:clu_18812_+	Success	5.33609168189832	4	0.0305060712593563	0.333451656064484	NRBF2
chr10:clu_18813_+	Success	1.36965043383861	2	0.254195802274532	0.677678656902965	REEP3
chr10:clu_18814_+	Success	0.819069443426997	2	0.440841691828933	0.813531990624344	REEP3
chr10:clu_18815_+	Success	1.78575375699438	5	0.612596327808861	0.908573316063855	REEP3
chr10:clu_18816_+	Not enough valid samples	NA	NA	NA	NA	LINC01515
chr10:clu_18817_+	Not enough valid samples	NA	NA	NA	NA	LINC01515
chr10:clu_18818_+	Success	0.481167736862972	1	0.326599157487926	0.73937888219097	SIRT1
chr10:clu_18819_+	Success	4.57420965870369	7	0.2421751205085	0.666334735055698	SIRT1
chr10:clu_18820_+	Success	4.16241422706298	3	0.0397544940346958	0.365341984905154	HNRNPH3
chr10:clu_18821_+	Success	2.56166599282187	6	0.528095110149178	0.865831292323413	HNRNPH3
chr10:clu_18822_+	Not enough valid samples	NA	NA	NA	NA	TET1
chr10:clu_18823_+	Success	7.16106501594095	5	0.0136876292693267	0.245086500600062	TET1
chr10:clu_18824_+	Not enough valid samples	NA	NA	NA	NA	TET1
